EM_ID,UCMC,Date,Year,Month,Day,Week,Site,lat,lon,ele_m,Plot,Plant,Plant species name,Plant common name,Plant family,Insect species name,Insect notes,notes
EM01930,,7/20/2018,2018,7,20,9,Elk M.,40.030126,-105.540468,2900,2,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus mixtus,,
EM01869,,7/6/2018,2018,7,6,7,Elk M.,40.030126,-105.540468,2900,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus melanopygus,,
EM01911,,7/11/2018,2018,7,11,8,Elk M.,40.030126,-105.540468,2900,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,worker,
EM02474,,7/22/2021,2021,7,22,,Elk M.,40.030126,-105.540468,2900,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus mixtus,female,
EM02160,,8/6/2019,2019,8,6,9,Elk M.,40.030126,-105.540468,2900,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,male,
EM02500,,7/28/2021,2021,7,28,,Elk M.,40.030126,-105.540468,2900,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus mixtus,female,
,,7/23/2019,2019,7,23,7,Elk M.,40.030126,-105.540468,2900,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,,
EM01905,,7/11/2018,2018,7,11,8,Elk M.,40.030126,-105.540468,2900,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,worker,
EM01933,,7/20/2018,2018,7,20,9,Elk M.,40.030126,-105.540468,2900,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,worker,
EM01935,,7/20/2018,2018,7,20,9,Elk M.,40.030126,-105.540468,2900,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus mixtus,,
EM02495,,7/28/2021,2021,7,28,,Elk M.,40.030126,-105.540468,2900,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,female,
EM01631,,7/17/2017,2017,7,17,9,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,female,
EM01870,,7/6/2018,2018,7,6,7,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,worker,
EM02266,,7/18/2020,2020,7,18,,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,female,
EM02512,,7/28/2021,2021,7,28,,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus mixtus,female,
EM02513,,7/28/2021,2021,7,28,,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,female,
,,8/6/2019,2019,8,6,9,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus flavifrons,,
,,7/14/2021,2021,7,14,,Elk M.,40.030126,-105.540468,2900,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Bombus bifarius,same as EM02438 bombus,
EM01932,,7/20/2018,2018,7,20,9,Elk M.,40.030126,-105.540468,2900,3,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus bifarius,worker,
EM01994,,8/10/2018,2018,8,10,12,Elk M.,40.030126,-105.540468,2900,3,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus bifarius,worker,
EM01657,,7/31/2017,2017,7,31,11,Elk M.,40.030126,-105.540468,2900,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus mixtus,male,
EM01951,,7/25/2018,2018,7,25,10,Elk M.,40.030126,-105.540468,2900,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus bifarius,worker,
EM01972,,8/4/2018,2018,8,4,11,Elk M.,40.030126,-105.540468,2900,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus bifarius,worker,
EM02247,,8/8/2020,2020,8,8,,Elk M.,40.030126,-105.540468,2900,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus bifarius,female,
,,8/20/2019,2019,8,20,11,Elk M.,40.030126,-105.540468,2900,5,SOLMUL,Solidago multiradiata,Rocky Mountain Goldenrod,Asteraceae,Bombus mixtus,,
EM02554,,8/12/2021,2021,8,12,,Elk M.,40.030126,-105.540468,2900,2,SOLSIM,Solidago simplex,Sticky Goldenrod,Asteraceae,Bombus flavifrons,female,
,,8/16/2018,2018,8,16,13,Elk M.,40.030126,-105.540468,2900,3,SOLSIM,Solidago simplex,Sticky Goldenrod,Asteraceae,Bombus bifarius,worker,
EM02148,,9/2/2019,2019,9,2,13,Elk M.,40.030126,-105.540468,2900,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus rufocinctus,,
EM02589,,8/28/2021,2021,8,28,,Elk M.,40.030126,-105.540468,2900,3,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,female,
EM02543,,8/12/2021,2021,8,12,,Elk M.,40.030126,-105.540468,2900,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,female,
EM02576,,8/19/2021,2021,8,19,,Elk M.,40.030126,-105.540468,2900,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,female,
,,8/20/2019,2019,8,20,11,Elk M.,40.030126,-105.540468,2900,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,,
,,8/19/2021,2021,8,19,,Elk M.,40.030126,-105.540468,2900,4,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,bombus; EM02579,
,,9/9/2019,2019,9,9,14,Elk M.,40.030126,-105.540468,2900,5,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,,
EM02586,,8/28/2021,2021,8,28,,Elk M.,40.030126,-105.540468,2900,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,female,
EM02599,,8/28/2021,2021,8,28,,Elk M.,40.030126,-105.540468,2900,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,female,
EM02623,,9/10/2021,2021,9,10,,Elk M.,40.030126,-105.540468,2900,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,male,
EM02625,,9/10/2021,2021,9,10,,Elk M.,40.030126,-105.540468,2900,6,SYMPOR,Symphyotrichum porteri,Smooth White Aster,Asteraceae,Bombus bifarius,female,
EM01806,,6/12/2018,2018,6,12,4,Elk M.,40.030126,-105.540468,2900,1,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Bombus bifarius,queen,
EM01717,,8/22/2017,2017,8,22,14,Elk M.,40.030126,-105.540468,2900,2,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Bombus flavifrons,worker,
EM02295,,6/13/2020,2020,6,13,,Elk M.,40.030126,-105.540468,2900,5,TAROFF,Taraxacum officinale,Common dandelion,Asteraceae,Bombus insularis,queen,
EM01314,,6/18/2016,2016,6,18,3,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
EM01319,,6/18/2016,2016,6,18,3,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
EM01326,,6/24/2016,2016,6,24,4,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
EM01327,,6/24/2016,2016,6,24,4,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
EM01537,,6/20/2017,2017,6,20,5,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
EM01830,,6/22/2018,2018,6,22,5,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
EM02380,,6/30/2021,2021,6,30,,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus bifarius,female,Thermopsis rhombifolia var. divaricarpa
EM02409,,7/7/2021,2021,7,7,,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,queen,Thermopsis rhombifolia var. divaricarpa
,,6/6/2020,2020,6,6,2,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/13/2020,2020,6,13,3,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
,,6/13/2020,2020,6,13,3,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/13/2020,2020,6,13,3,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
,,6/21/2020,2020,6,21,4,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/30/2021,2021,6,30,,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
,,6/30/2021,2021,6,30,,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,7/14/2021,2021,7,14,,Elk M.,40.030126,-105.540468,2900,1,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
EM01328,,6/24/2016,2016,6,24,4,Elk M.,40.030126,-105.540468,2900,2,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
EM01805,,6/12/2018,2018,6,12,4,Elk M.,40.030126,-105.540468,2900,2,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
,,6/12/2018,2018,6,12,4,Elk M.,40.030126,-105.540468,2900,2,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,Bombus,Thermopsis rhombifolia var. divaricarpa
,,6/6/2020,2020,6,6,2,Elk M.,40.030126,-105.540468,2900,2,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/13/2020,2020,6,13,3,Elk M.,40.030126,-105.540468,2900,2,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
,,6/30/2021,2021,6,30,,Elk M.,40.030126,-105.540468,2900,2,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
EM01516,,6/12/2017,2017,6,12,4,Elk M.,40.030126,-105.540468,2900,3,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,female,Thermopsis rhombifolia var. divaricarpa
EM01812,,6/12/2018,2018,6,12,4,Elk M.,40.030126,-105.540468,2900,3,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
,,6/13/2020,2020,6,13,3,Elk M.,40.030126,-105.540468,2900,3,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
,,6/21/2020,2020,6,21,4,Elk M.,40.030126,-105.540468,2900,3,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
EM01795,,6/5/2018,2018,6,5,3,Elk M.,40.030126,-105.540468,2900,4,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
EM01800,,6/5/2018,2018,6,5,3,Elk M.,40.030126,-105.540468,2900,4,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/30/2021,2021,6,30,,Elk M.,40.030126,-105.540468,2900,4,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
EM01541,,6/20/2017,2017,6,20,5,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
EM01797,,6/5/2018,2018,6,5,3,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus bifarius,queen,Thermopsis rhombifolia var. divaricarpa
,,6/21/2020,2020,6,21,4,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
,,6/15/2021,2021,6,15,,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus appositus,,Thermopsis rhombifolia var. divaricarpa
,,6/15/2021,2021,6,15,,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/23/2021,2021,6,23,,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus flavifrons,,Thermopsis rhombifolia var. divaricarpa
,,6/30/2021,2021,6,30,,Elk M.,40.030126,-105.540468,2900,6,THERHO,Thermopsis rhombifolia,Golden Banner,Fabaceae,Bombus nevadensis,,Thermopsis rhombifolia var. divaricarpa
EM01901,,7/11/2018,2018,7,11,8,Elk M.,40.030126,-105.540468,2900,1,TRIPRA,Trifolium pratense,Red Clover,Fabaceae,Bombus appositus,male,
EM01959,,7/25/2018,2018,7,25,10,Elk M.,40.030126,-105.540468,2900,1,TRIPRA,Trifolium pratense,Red Clover,Fabaceae,Bombus flavifrons,,
,,7/22/2021,2021,7,22,,Elk M.,40.030126,-105.540468,2900,1,TRIPRA,Trifolium pratense,Red Clover,Fabaceae,Bombus appositus,,
