year,gps_unit,gps_wp,date,month.x,day.x,vial,vial.unique,ack.nam,num_flow,flow_clust,time_field,pol_sp,sex,lat,lon,ele_m,ele_ft
2019,GPS1,933,7/12/2019,7,12,11,,Penstemon virens,100,flow,9:54,Bombus melanopygus,,38.85472002,-104.944032,2426.240723,7960.107614
2019,GPS2,A197,7/15/2019,7,15,5,,Sedum lanceolatum var. lanceolatum,40,clust,10:09,Bombus centralis,,38.89431797,-104.974923,2339.398438,7675.191971
2019,GPS2,A195,7/15/2019,7,15,10,,Geranium caespitosum,11,flow,11:15,Bombus appositus,,38.89448896,-104.974323,2324.52832,7626.405493
2019,GPS2,A197,7/15/2019,7,15,19,,Sedum lanceolatum var. lanceolatum,25,clust,12:42,Bombus centralis,,38.89431797,-104.974923,2339.398438,7675.191971
2019,GPS2,A196,7/15/2019,7,15,20,,Sedum lanceolatum var. lanceolatum,2,clust,12:48,Bombus centralis,,38.89420096,-104.974755,2328.298584,7638.775126
2019,GPS2,A195,7/15/2019,7,15,23,,Sedum lanceolatum var. lanceolatum,8,clust,13:10,Bombus bifarius,,38.89448896,-104.974323,2324.52832,7626.405493
2019,GPS2,A197,7/15/2019,7,15,27,,Sedum lanceolatum var. lanceolatum,40,clust,13:35,Bombus centralis,,38.89431797,-104.974923,2339.398438,7675.191971
2019,GPS1,945,7/15/2019,7,15,11,,Sedum lanceolatum var. lanceolatum,7,clust,10:19,Bombus bifarius,,38.89125204,-104.974844,2541.904053,8339.580493
2019,GPS1,952,7/15/2019,7,15,16,,Campanula rotundifolia,33,flow,11:06,Bombus rufocinctus,,38.88968403,-104.977887,2679.364014,8790.564632
2019,GPS1,961,7/15/2019,7,15,25,,Penstemon hallii,10,clust,12:07,Bombus flavifrons,,38.88904299,-104.984028,2820.498291,9253.603613
2019,GPS1,963,7/15/2019,7,15,28,,Frasera speciosa,1,clust,12:31,Bombus centralis,,38.88620303,-104.985944,2828.966064,9281.385021
2019,GPS1,964,7/15/2019,7,15,30,,Penstemon virens,15,clust,12:37,Bombus centralis,,38.88591704,-104.98646,2822.174805,9259.103987
2019,GPS1,969,7/15/2019,7,15,35,,Sedum lanceolatum var. lanceolatum,10,clust,13:20,Bombus sylvicola,,38.88882296,-104.984889,2850.387695,9351.665965
2019,GPS1,971,7/15/2019,7,15,38,,Heuchera hallii,78,clust,13:44,Bombus centralis,,38.88937399,-104.978277,2708.758545,8887.003385
2019,GPS2,A208,7/16/2019,7,16,28,,Rubus idaeus var. strigosus,7,flow,12:57,Bombus sylvicola,,38.846994,-105.00759,3104.276367,10184.63408
2019,GPS2,A198,7/16/2019,7,16,2,,Mertensia ciliata,18,clust,10:11,Bombus sylvicola,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,4,,Mertensia ciliata,30,clust,10:20,Bombus huntii,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,5,,Mertensia ciliata,30,clust,10:21,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,6,,Potentilla pulcherrima,120,flow,10:26,Bombus bifarius,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,3,,Mertensia ciliata,11,clust,10:15,Bombus sylvicola,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,9,A,Mertensia ciliata,105,clust,10:38,Bombus bifarius,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,9,C,Mertensia ciliata,105,clust,10:38,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,9,B,Mertensia ciliata,105,clust,10:38,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,10,,Mertensia ciliata,200,clust,10:40,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,15,,Mertensia ciliata,60,clust,11:11,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,18,,Potentilla pulcherrima,40,flow,11:21,Bombus bifarius,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,19,,Mertensia ciliata,160,clust,11:23,Bombus bifarius,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,20,,Mertensia ciliata,160,clust,11:24,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,21,,Mertensia ciliata,250,clust,11:28,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,22,,Mertensia ciliata,90,clust,11:31,Bombus melanopygus,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,8,,Mertensia ciliata,90,clust,10:33,Bombus sylvicola,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A198,7/16/2019,7,16,26,,Potentilla fruticosa,80,flow,12:02,Bombus bifarius,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS2,A208,7/16/2019,7,16,27,,Rubus idaeus var. strigosus,10,flow,12:55,Bombus bifarius,,38.846994,-105.00759,3104.276367,10184.63408
2019,GPS2,A198,7/16/2019,7,16,25,,Mertensia ciliata,95,clust,11:52,Bombus sylvicola,,38.84201003,-105.026555,3618.853027,11872.87777
2019,GPS1,974,7/16/2019,7,16,3,,Geranium caespitosum,20,flow,9:06,Bombus bifarius,,38.90122097,-104.991894,2617.921875,8588.982804
2019,GPS1,979,7/16/2019,7,16,10,B,Geranium richardsonii,65,flow,9:45,Bombus rufocinctus,,38.90175104,-104.992311,2629.712646,8627.666438
2019,GPS1,983,7/16/2019,7,16,15,,Potentilla fruticosa,50,flow,10:03,Bombus centralis,,38.903095,-104.992364,2632.80957,8637.82695
2019,GPS1,991,7/16/2019,7,16,25,,Geranium caespitosum,5,flow,10:47,Bombus bifarius,,38.90589598,-104.993763,2655.319092,8711.67709
2019,GPS2,A221,7/17/2019,7,17,12,,Heterotheca villosa var. villosa,16,flow,9:33,Bombus centralis,,38.85007099,-104.915417,2070.18042,6791.930729
2019,GPS2,A230,7/17/2019,7,17,20,,Heterotheca villosa var. villosa,20,flow,10:32,Bombus centralis,,38.84856602,-104.914473,2147.409424,7045.306735
2019,GPS2,A233,7/17/2019,7,17,22,,Heterotheca villosa var. villosa,100,flow,10:40,Bombus centralis,,38.848404,-104.914443,2146.551514,7042.492069
2019,GPS1,1012,7/17/2019,7,17,5,,Frasera speciosa,11,flow,9:13,Bombus centralis,,38.89096504,-104.975209,2557.854492,8391.911332
2019,GPS1,1016,7/17/2019,7,17,7,,Sedum lanceolatum var. lanceolatum,16,clust,9:26,Bombus rufocinctus,,38.89054301,-104.97634,2600,8530.184
2019,GPS1,1021,7/17/2019,7,17,13,,Geranium caespitosum,35,flow,10:04,Bombus centralis,,38.88863102,-104.978687,2721.715088,8929.511729
2019,GPS1,1028,7/17/2019,7,17,20a,,Frasera speciosa,11,flow,11:06,Bombus centralis,,38.886155,-104.985899,2824.553711,9266.908797
2019,GPS1,1030,7/17/2019,7,17,22,,Allium cernuum,7,clust,11:23,Bombus centralis,,38.88607596,-104.986274,2820.973389,9255.162334
2019,GPS1,1035,7/17/2019,7,17,29,,Penstemon glaber,2,clust,11:57,Bombus bifarius,,38.88883403,-104.984514,2839.510742,9315.980423
2019,GPS1,1037,7/17/2019,7,17,31,,Heterotheca villosa var. villosa,9,flow,12:12,Bombus centralis,,38.88872196,-104.983426,2815.432129,9236.982346
2019,GPS1,1040,7/17/2019,7,17,33,,Allium cernuum,12,clust,12:40,Bombus centralis,,38.89059104,-104.976039,2586.756104,8486.732896
2019,GPS2,A244,7/22/2019,7,22,2,,Holodiscus dumosus,9,clust,8:50,Bombus centralis,,38.89421202,-104.973739,2368.566406,7770.887407
2019,GPS2,A248,7/22/2019,7,22,9,,Allium cernuum,8,clust,9:49,Bombus centralis,,38.89105297,-104.975062,2550.112061,8366.509654
2019,GPS2,A249,7/22/2019,7,22,10,,Geranium caespitosum,2,flow,9:58,Bombus centralis,,38.89090997,-104.97541,2565.326172,8416.424718
2019,GPS2,A251,7/22/2019,7,22,11,,Senecio bigelovii var. hallii,100,flow,10:20,Bombus bifarius,,38.89033103,-104.977414,2639.179199,8658.724683
2019,GPS2,A253,7/22/2019,7,22,15,,Senecio bigelovii var. hallii,57,flow,10:33,Bombus bifarius,,38.88994496,-104.977696,2663.513184,8738.560595
2019,GPS2,A254,7/22/2019,7,22,16,,Frasera speciosa,50,flow,10:40,Bombus centralis,,38.88994496,-104.977769,2659.651123,8725.88979
2019,GPS2,A254,7/22/2019,7,22,17,,Frasera speciosa,50,flow,10:46,Bombus centralis,,38.88994496,-104.977769,2659.651123,8725.88979
2019,GPS2,A254,7/22/2019,7,22,18,,Frasera speciosa,50,flow,10:48,Bombus centralis,,38.88994496,-104.977769,2659.651123,8725.88979
2019,GPS2,A254,7/22/2019,7,22,19,,Frasera speciosa,50,flow,10:55,Bombus centralis,,38.88994496,-104.977769,2659.651123,8725.88979
2019,GPS1,1052,7/22/2019,7,22,7,A,Solidago missouriensis,26,clust,9:42,Bombus bifarius,,38.89079003,-104.976782,2608.553467,8558.246557
2019,GPS1,1052,7/22/2019,7,22,7,B,Solidago missouriensis,26,clust,9:42,Bombus rufocinctus,,38.89079003,-104.976782,2608.553467,8558.246557
2019,GPS1,1053,7/22/2019,7,22,8,,Allium cernuum,3,clust,9:48,Bombus centralis,,38.89047403,-104.97719,2628.656738,8624.202172
2019,GPS1,1061,7/22/2019,7,22,13,,Sedum lanceolatum var. lanceolatum,9,clust,10:23,Bombus rufocinctus,,38.888685,-104.979424,2742.330322,8997.147014
2019,GPS1,1074,7/22/2019,7,22,24,,Geranium caespitosum,33,flow,12:08,Bombus centralis,,38.88870897,-104.978587,2718.450684,8918.801742
2019,GPS1,1075,7/22/2019,7,22,25,,Heterotheca villosa var. villosa,3,flow,12:40,Bombus centralis,,38.89430196,-104.974439,2308.973145,7575.371453
2019,GPS2,A260,7/23/2019,7,23,5,,Telesonix jamesii,15,flow,11:30,Bombus bifarius,,38.84429301,-105.027301,3728.471436,12232.51823
2019,GPS2,A260,7/23/2019,7,23,6,,Telesonix jamesii,6,flow,11:32,Bombus bifarius,,38.84429301,-105.027301,3728.471436,12232.51823
2019,GPS2,A261,7/23/2019,7,23,7,,Potentilla fruticosa,130,flow,11:40,Bombus bifarius,,38.84418698,-105.027382,3725.354736,12222.29283
2019,GPS2,A266,7/23/2019,7,23,14,,Rhodiola rhodantha,10,flow,12:37,Bombus bifarius,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,17,,Mertensia ciliata,150,clust,12:57,Bombus centralis,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,18,,Mertensia ciliata,200,clust,13:06,Bombus melanopygus,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,19,,Mertensia ciliata,80,clust,13:12,Bombus nevadensis,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,20,,Penstemon whippleanus,90,flow,13:20,Bombus sylvicola,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,25,,Penstemon whippleanus,70,flow,13:38,Bombus sylvicola,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,26,,Mertensia ciliata,75,clust,13:41,Bombus melanopygus,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS2,A266,7/23/2019,7,23,27,,Penstemon whippleanus,110,clust,13:44,Bombus bifarius,,38.84200601,-105.026548,3616.519287,11865.22114
2019,GPS1,1076,7/23/2019,7,23,1,A,Potentilla hippiana,30,flow,9:24,Bombus rufocinctus,,38.90078897,-104.991583,2623.799316,8608.265748
2019,GPS1,1076,7/23/2019,7,23,2,,Allium cernuum,3,clust,9:26,Bombus centralis,,38.90078897,-104.991583,2623.799316,8608.265748
2019,GPS1,1077,7/23/2019,7,23,4,A,Potentilla hippiana,29,flow,9:33,Bombus bifarius,,38.90138903,-104.992176,2625.517334,8613.90229
2019,GPS1,1078,7/23/2019,7,23,6,,Geranium richardsonii,40,flow,9:43,Bombus bifarius,,38.90178398,-104.992475,2617.888184,8588.87227
2019,GPS1,1079,7/23/2019,7,23,8,,Allium cernuum,6,clust,9:50,Bombus centralis,,38.90238798,-104.992446,2625.518799,8613.907097
2019,GPS1,1079,7/23/2019,7,23,9,,Aconitum columbianum,5,clust,9:52,Bombus flavifrons,,38.90238798,-104.992446,2625.518799,8613.907097
2019,GPS1,1081,7/23/2019,7,23,12,,Achillea millefolium,1,clust,10:03,Bombus appositus,,38.90414299,-104.992279,2645.794189,8680.427407
2019,GPS1,1085,7/23/2019,7,23,15,A,,4,clust,10:21,Bombus centralis,,38.90612497,-104.993914,2655.398926,8711.939012
2019,GPS1,1085,7/23/2019,7,23,15,B,,4,clust,10:21,Bombus centralis,,38.90612497,-104.993914,2655.398926,8711.939012
2019,GPS1,1091,7/23/2019,7,23,29,A,Potentilla fruticosa,100,flow,10:57,Bombus huntii,,38.90850702,-104.99486,2670.37915,8761.08673
2019,GPS1,1094,7/23/2019,7,23,32,A,Potentilla hippiana,8,flow,11:20,Bombus bifarius,,38.90819798,-104.994867,2663.360596,8738.059978
2019,GPS1,1095,7/23/2019,7,23,34,B,Potentilla fruticosa,29,flow,11:31,Bombus bifarius,,38.90522199,-104.993382,2650.279541,8695.143129
2019,GPS1,1095,7/23/2019,7,23,34,A,Potentilla fruticosa,29,flow,11:31,Bombus bifarius,,38.90522199,-104.993382,2650.279541,8695.143129
2019,GPS1,1098,7/23/2019,7,23,37,,Mertensia ciliata,26,clust,11:39,Bombus centralis,,38.90303398,-104.992267,2628.750732,8624.510552
2019,GPS2,A268,7/24/2019,7,24,2,,Allium cernuum,1,clust,10:50,Bombus centralis,,38.85780003,-104.93399,2053.083496,6735.838457
2019,GPS2,A272,7/24/2019,7,24,8,,Verbascum thapsus,22,flow,11:12,Bombus huntii,,38.85915203,-104.934637,2087.258057,6847.959724
2019,GPS2,A273,7/24/2019,7,24,9,,Heterotheca villosa var. villosa,31,flow,11:28,Bombus centralis,,38.85860997,-104.932968,2134.247314,7002.123958
2019,GPS2,A274,7/24/2019,7,24,10,,Allium cernuum,1,clust,11:45,Bombus centralis,,38.86089304,-104.933374,2187.257324,7176.041319
2019,GPS2,A288,7/24/2019,7,24,26,,Phacelia hastata,6,flow,14:34,Bombus sylvicola,,38.85763499,-104.93391,2060.653809,6760.675443
2019,GPS2,A281,7/24/2019,7,24,18,,Melilotus officinalis,5,clust,13:01,Bombus sylvicola,,38.86552798,-104.94016,2203.813477,7230.359408
2019,GPS2,A284,7/24/2019,7,24,21,,Colutea arborescens,3,flow,13:28,Bombus appositus,,38.86722196,-104.942884,2214.485107,7265.371318
2019,GPS2,A276,7/24/2019,7,24,12,,Campanula rotundifolia,3,flow,12:05,Bombus sylvicola,,38.862728,-104.937911,2207.522461,7242.527991
2019,GPS2,A288,7/24/2019,7,24,27,,Phacelia hastata,32,flow,14:35,Bombus huntii,,38.85763499,-104.93391,2060.653809,6760.675443
2019,GPS2,A288,7/24/2019,7,24,28,,Allium cernuum,1,clust,14:38,Bombus centralis,,38.85763499,-104.93391,2060.653809,6760.675443
2019,GPS2,A291,7/25/2019,7,25,12,,Frasera speciosa,5,flow,14:37,Bombus centralis,,38.85610697,-104.9536,2615.586914,8581.322171
2019,GPS2,A296,7/26/2019,7,26,13,,Allium cernuum,1,clust,9:22,Bombus centralis,,38.85541697,-104.92479,2020.756348,6629.778257
2019,GPS2,A298,7/26/2019,7,26,16,,Monarda fistulosa var. menthifolia,85,clust,9:43,Bombus centralis,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,17,,Monarda fistulosa var. menthifolia,85,clust,9:44,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,18,,Monarda fistulosa var. menthifolia,85,clust,9:45,Bombus huntii,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,20a,,Monarda fistulosa var. menthifolia,85,clust,9:48,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,20b,,Monarda fistulosa var. menthifolia,85,clust,9:48,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,20c,,Monarda fistulosa var. menthifolia,85,clust,9:48,Bombus centralis,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,21,,Monarda fistulosa var. menthifolia,85,clust,9:49,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,23,,Monarda fistulosa var. menthifolia,85,clust,9:54,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,24,,Monarda fistulosa var. menthifolia,85,clust,9:55,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,28,,Monarda fistulosa var. menthifolia,85,clust,10:03,Bombus centralis,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,31b,,Monarda fistulosa var. menthifolia,85,clust,10:07,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,31a,,Monarda fistulosa var. menthifolia,85,clust,10:07,Bombus centralis,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,32,,Monarda fistulosa var. menthifolia,85,clust,10:08,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,33,,Monarda fistulosa var. menthifolia,85,clust,10:10,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS2,A298,7/26/2019,7,26,34,,Monarda fistulosa var. menthifolia,85,clust,10:13,Bombus appositus,,38.85479998,-104.924141,2027.993164,6653.521092
2019,GPS1,1106,7/29/2019,7,29,2,,Allium cernuum,5,clust,9:10,Bombus bifarius,,38.85861902,-104.934746,2074.509277,6806.133016
2019,GPS1,1109,7/29/2019,7,29,4,,Nepeta cataria,3,clust,9:30,Bombus flavifrons,m,38.85995703,-104.935397,2108.672607,6918.217436
2019,GPS1,1111,7/29/2019,7,29,6,,Nepeta cataria,31,clust,9:42,Bombus centralis,,38.85986399,-104.934463,2121.075684,6958.909947
2019,GPS1,1111,7/29/2019,7,29,6,,Verbascum thapsus,4,clust,9:43,Bombus centralis,,38.85986399,-104.934463,2121.075684,6958.909947
2019,GPS2,A328,7/30/2019,7,30,1,,Monarda fistulosa var. menthifolia,80,flow,11:25,Bombus centralis,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,3,,Monarda fistulosa var. menthifolia,80,flow,11:27,Bombus appositus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,4,,Monarda fistulosa var. menthifolia,80,flow,11:28,Bombus rufocinctus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,7,,Monarda fistulosa var. menthifolia,80,flow,11:35,Bombus appositus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,8,,Monarda fistulosa var. menthifolia,80,flow,11:36,Bombus fervidus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,9,,Monarda fistulosa var. menthifolia,80,flow,11:38,Bombus appositus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,11,,Monarda fistulosa var. menthifolia,80,flow,11:42,Bombus appositus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,13,,Monarda fistulosa var. menthifolia,80,flow,11:49,Bombus appositus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,15,,Monarda fistulosa var. menthifolia,80,flow,11:52,Bombus appositus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,17,,Monarda fistulosa var. menthifolia,80,flow,11:59,Bombus fervidus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,19,,Monarda fistulosa var. menthifolia,80,flow,12:04,Bombus centralis,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,20,,Monarda fistulosa var. menthifolia,80,flow,12:06,Bombus fervidus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS2,A328,7/30/2019,7,30,24,,Monarda fistulosa var. menthifolia,80,flow,12:17,Bombus rufocinctus,,38.85482202,-104.924177,2036.607056,6681.781894
2019,GPS1,1133,7/30/2019,7,30,9,,Oreochrysum parryi,4,clust,14:35,Bombus bifarius,,38.89053798,-104.975986,2592.870361,8506.792795
2019,GPS1,1134,7/30/2019,7,30,10,,Oreochrysum parryi,27,clust,14:46,Bombus bifarius,,38.89043396,-104.977128,2626.625,8617.536365
2019,GPS1,1135,7/30/2019,7,30,11,,Allium cernuum,8,clust,14:49,Bombus huntii,,38.89035802,-104.977353,2647.083984,8684.659018
2019,GPS1,1136,7/30/2019,7,30,13,,Geranium caespitosum,26,flow,15:26,Bombus bifarius,,38.88860604,-104.978628,2730.727783,8959.08094
2019,GPS1,1136,7/30/2019,7,30,14,,Geranium caespitosum,26,flow,15:27,Bombus bifarius,,38.88860604,-104.978628,2730.727783,8959.08094
2019,GPS1,1136,7/30/2019,7,30,16,,Geranium caespitosum,26,flow,15:35,Bombus bifarius,,38.88860604,-104.978628,2730.727783,8959.08094
2019,GPS1,1136,7/30/2019,7,30,20,,Geranium caespitosum,26,flow,16:03,Bombus rufocinctus,,38.88860604,-104.978628,2730.727783,8959.08094
2019,GPS1,1136,7/30/2019,7,30,21,,Geranium caespitosum,26,flow,16:07,Bombus bifarius,,38.88860604,-104.978628,2730.727783,8959.08094
2019,GPS2,A329,7/31/2019,7,31,7,,Monarda fistulosa var. menthifolia,50,flow,8:46,Bombus appositus,,38.85503802,-104.924165,2054.185059,6739.452509
2019,GPS2,A329,7/31/2019,7,31,9,,Monarda fistulosa var. menthifolia,50,flow,8:49,Bombus appositus,,38.85503802,-104.924165,2054.185059,6739.452509
2019,GPS2,A329,7/31/2019,7,31,13,,Monarda fistulosa var. menthifolia,50,flow,9:00,Bombus centralis,,38.85503802,-104.924165,2054.185059,6739.452509
2019,GPS2,A329,7/31/2019,7,31,19,,Monarda fistulosa var. menthifolia,50,flow,9:23,Bombus huntii,,38.85503802,-104.924165,2054.185059,6739.452509
2019,GPS2,A329,7/31/2019,7,31,20,,Monarda fistulosa var. menthifolia,50,flow,9:24,Bombus appositus,,38.85503802,-104.924165,2054.185059,6739.452509
2019,GPS2,A329,7/31/2019,7,31,32,,Monarda fistulosa var. menthifolia,50,flow,9:40,Bombus appositus,,38.85503802,-104.924165,2054.185059,6739.452509
2019,GPS1,1137,7/31/2019,7,31,4,,Frasera speciosa,50,flow,9:40,Bombus flavifrons,,38.88878399,-104.985112,2845.597412,9335.949813
2019,GPS1,1137,7/31/2019,7,31,6,,Frasera speciosa,50,flow,9:50,Bombus centralis,,38.88878399,-104.985112,2845.597412,9335.949813
2019,GPS1,1137,7/31/2019,7,31,10,,Frasera speciosa,50,flow,10:38,Bombus centralis,,38.88878399,-104.985112,2845.597412,9335.949813
2019,GPS1,1137,7/31/2019,7,31,11,,Frasera speciosa,50,flow,10:40,Bombus centralis,,38.88878399,-104.985112,2845.597412,9335.949813
