year,site,doy,week,tot.obs.length,species,caste,bee.sum,plant.species,plant.family
2016,Copper.Creek,187,10,60,flavifrons,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Copper.Creek,187,10,60,flavifrons,queen,1,Lathyrus.lanszwertii.var.leucanthus,Fabaceae
2016,Copper.Creek,187,10,60,flavifrons,queen,1,Vicia.americana,Fabaceae
2016,Copper.Creek,187,10,60,flavifrons,worker,1,Phacelia.heterophylla,Boraginaceae
2016,Copper.Creek,187,10,60,insularis,queen,2,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,187,10,60,insularis,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Copper.Creek,187,10,60,rufocinctus,queen,2,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Copper.Creek,197,11,60,appositus,male,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,appositus,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,appositus,worker,6,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,bifarius,male,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,197,11,60,bifarius,male,2,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,197,11,60,bifarius,queen,2,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,197,11,60,bifarius,worker,2,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,197,11,60,californicus,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,flavifrons,queen,2,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,flavifrons,queen,1,Vicia.americana,Fabaceae
2016,Copper.Creek,197,11,60,flavifrons,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,flavifrons,worker,4,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,197,11,60,flavifrons,worker,3,Phacelia.heterophylla,Boraginaceae
2016,Copper.Creek,197,11,60,insularis,queen,4,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,197,11,60,melanopygus,queen,1,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,197,11,60,nevadensis,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,nevadensis,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,197,11,60,sylvicola,worker,1,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,202,12,60,appositus,queen,2,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,202,12,60,appositus,queen,1,Pedicularis.procera,Orobanchaceae
2016,Copper.Creek,202,12,60,appositus,worker,16,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,202,12,60,bifarius,male,1,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,202,12,60,bifarius,male,2,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,202,12,60,bifarius,queen,3,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,202,12,60,bifarius,queen,6,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,202,12,60,bifarius,queen,1,Phacelia.heterophylla,Boraginaceae
2016,Copper.Creek,202,12,60,bifarius,worker,5,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,202,12,60,flavifrons,queen,4,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,202,12,60,flavifrons,worker,5,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,202,12,60,flavifrons,worker,1,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,202,12,60,flavifrons,worker,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,202,12,60,insularis,male,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,202,12,60,insularis,queen,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,202,12,60,insularis,queen,3,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,202,12,60,nevadensis,worker,3,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,202,12,60,occidentalis,worker,1,Pyrrocoma.crocea,Asteraceae
2016,Copper.Creek,202,12,60,rufocinctus,queen,1,Helianthella.quinquenervis,Asteraceae
2016,Copper.Creek,209,13,60,appositus,worker,17,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,209,13,60,bifarius,male,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,209,13,60,bifarius,male,1,Erigeron.elatior,Asteraceae
2016,Copper.Creek,209,13,60,bifarius,male,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,209,13,60,bifarius,queen,3,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,209,13,60,bifarius,queen,1,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,209,13,60,bifarius,worker,1,Campanula.rotundifolia,Campanulaceae
2016,Copper.Creek,209,13,60,bifarius,worker,2,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,209,13,60,flavifrons,male,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,209,13,60,flavifrons,queen,4,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,209,13,60,flavifrons,worker,1,Aconitum.columbianum,Ranunculaceae
2016,Copper.Creek,209,13,60,flavifrons,worker,2,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,209,13,60,insularis,male,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,209,13,60,insularis,male,7,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,209,13,60,insularis,queen,2,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,209,13,60,insularis,queen,2,Heterotheca.villosa,Asteraceae
2016,Copper.Creek,209,13,60,rufocinctus,worker,1,Erigeron.elatior,Asteraceae
2016,Copper.Creek,214,14,60,appositus,male,7,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,214,14,60,appositus,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,214,14,60,appositus,worker,3,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,214,14,60,bifarius,male,7,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,214,14,60,bifarius,male,3,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,214,14,60,bifarius,worker,1,Erigeron.speciosus,Asteraceae
2016,Copper.Creek,214,14,60,bifarius,worker,4,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,214,14,60,bifarius,worker,2,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,214,14,60,flavifrons,male,1,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,214,14,60,flavifrons,queen,3,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,214,14,60,flavifrons,worker,2,Aconitum.columbianum,Ranunculaceae
2016,Copper.Creek,214,14,60,flavifrons,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Copper.Creek,214,14,60,insularis,male,9,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,214,14,60,insularis,male,19,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,214,14,60,insularis,queen,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,214,14,60,insularis,queen,1,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,214,14,60,rufocinctus,worker,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,224,15,60,appositus,male,1,Gentiana.parryi,Gentianaceae
2016,Copper.Creek,224,15,60,bifarius,male,3,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,224,15,60,bifarius,worker,1,Erigeron.elatior,Asteraceae
2016,Copper.Creek,224,15,60,bifarius,worker,8,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,224,15,60,flavifrons,male,2,Erigeron.elatior,Asteraceae
2016,Copper.Creek,224,15,60,flavifrons,male,2,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,224,15,60,flavifrons,worker,1,Aconitum.columbianum,Ranunculaceae
2016,Copper.Creek,224,15,60,insularis,male,10,Erigeron.elatior,Asteraceae
2016,Copper.Creek,224,15,60,insularis,male,94,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,224,15,60,insularis,male,13,Senecio.bigelovii,Asteraceae
2016,Copper.Creek,224,15,60,rufocinctus,male,1,Erigeron.elatior,Asteraceae
2016,Copper.Creek,232,16,60,balteatus,male,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,bifarius,male,10,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,bifarius,queen,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,bifarius,worker,30,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,flavifrons,male,4,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,flavifrons,worker,4,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,insularis,male,17,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,mixtus,worker,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,occidentalis,worker,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,rufocinctus,male,2,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,232,16,60,rufocinctus,worker,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,246,17,60,appositus,male,1,Gentiana.parryi,Gentianaceae
2016,Copper.Creek,246,17,60,bifarius,male,13,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,246,17,60,bifarius,worker,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,246,17,60,californicus,male,1,Agoseris.glauca,Asteraceae
2016,Copper.Creek,246,17,60,insularis,male,1,Agoseris.glauca,Asteraceae
2016,Copper.Creek,246,17,60,insularis,male,1,Hymenoxys.hoopesii,Asteraceae
2016,Copper.Creek,246,17,60,insularis,male,56,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,246,17,60,sylvicola,male,1,Heliomeris.multiflora,Asteraceae
2016,Copper.Creek,256,18,60,insularis,male,3,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,134,3,60,bifarius,queen,1,Mertensia.fusiformis,Boraginaceae
2016,Frogs.Pond,134,3,60,bifarius,queen,1,Salix.sp,Salicaceae
2016,Frogs.Pond,143,4,60,bifarius,queen,9,Mertensia.fusiformis,Boraginaceae
2016,Frogs.Pond,143,4,60,californicus,queen,1,Mertensia.fusiformis,Boraginaceae
2016,Frogs.Pond,152,5,60,bifarius,queen,4,Mertensia.fusiformis,Boraginaceae
2016,Frogs.Pond,152,5,60,californicus,queen,1,Salix.sp,Salicaceae
2016,Frogs.Pond,152,5,60,sylvicola,queen,1,Taraxacum.officinale,Asteraceae
2016,Frogs.Pond,160,6,60,bifarius,queen,1,Taraxacum.officinale,Asteraceae
2016,Frogs.Pond,160,6,60,californicus,queen,2,Lathyrus.lanszwertii.var.leucanthus,Fabaceae
2016,Frogs.Pond,160,6,60,centralis,queen,2,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,160,6,60,flavifrons,queen,5,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,160,6,60,flavifrons,queen,1,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,160,6,60,rufocinctus,queen,1,Lonicera.involucrata,Caprifoliaceae
2016,Frogs.Pond,166,7,60,bifarius,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,166,7,60,bifarius,queen,6,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,166,7,60,flavifrons,queen,3,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,166,7,60,flavifrons,queen,2,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,166,7,60,flavifrons,worker,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,166,7,60,frigidus,queen,1,Senecio.serra.var.admirabilis,Asteraceae
2016,Frogs.Pond,166,7,60,insularis,queen,2,Frasera.speciosa,Gentianaceae
2016,Frogs.Pond,166,7,60,insularis,queen,2,Mertensia.fusiformis,Boraginaceae
2016,Frogs.Pond,166,7,60,mixtus,queen,1,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,166,7,60,rufocinctus,queen,2,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,173,8,60,appositus,queen,1,Lathyrus.lanszwertii.var.leucanthus,Fabaceae
2016,Frogs.Pond,173,8,60,appositus,queen,1,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,173,8,60,bifarius,queen,3,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,173,8,60,californicus,queen,1,Lathyrus.lanszwertii.var.leucanthus,Fabaceae
2016,Frogs.Pond,173,8,60,flavifrons,queen,2,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,173,8,60,flavifrons,queen,1,Senecio.serra.var.admirabilis,Asteraceae
2016,Frogs.Pond,173,8,60,insularis,queen,2,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,173,8,60,nevadensis,queen,1,Lathyrus.lanszwertii.var.leucanthus,Fabaceae
2016,Frogs.Pond,173,8,60,rufocinctus,queen,4,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,173,8,60,rufocinctus,queen,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,173,8,60,rufocinctus,worker,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,179,9,60,flavifrons,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,179,9,60,insularis,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,179,9,60,occidentalis,queen,1,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,179,9,60,rufocinctus,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,179,9,60,rufocinctus,queen,3,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,188,10,60,appositus,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,188,10,60,appositus,queen,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,188,10,60,appositus,worker,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,188,10,60,bifarius,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,188,10,60,bifarius,worker,1,Mertensia.ciliata,Boraginaceae
2016,Frogs.Pond,188,10,60,californicus,worker,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,188,10,60,flavifrons,queen,4,Vicia.americana,Fabaceae
2016,Frogs.Pond,188,10,60,flavifrons,worker,3,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,188,10,60,insularis,queen,1,Hydrophyllum.fendleri,Hydrophyllaceae
2016,Frogs.Pond,188,10,60,nevadensis,queen,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,195,11,60,appositus,queen,3,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,195,11,60,appositus,queen,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,195,11,60,appositus,worker,10,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,195,11,60,appositus,worker,2,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,195,11,60,appositus,worker,2,Vicia.americana,Fabaceae
2016,Frogs.Pond,195,11,60,bifarius,queen,2,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,195,11,60,bifarius,worker,6,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,195,11,60,bifarius,worker,1,Lupinus.sericeus.var.sericeus,Fabaceae
2016,Frogs.Pond,195,11,60,californicus,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,195,11,60,californicus,worker,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,195,11,60,flavifrons,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,195,11,60,flavifrons,worker,1,Vicia.americana,Fabaceae
2016,Frogs.Pond,195,11,60,melanopygus,worker,2,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,195,11,60,rufocinctus,worker,1,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,appositus,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,200,12,60,appositus,worker,4,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,200,12,60,bifarius,male,1,Pyrrocoma.crocea,Asteraceae
2016,Frogs.Pond,200,12,60,bifarius,worker,1,Hackelia.floribunda,Boraginaceae
2016,Frogs.Pond,200,12,60,bifarius,worker,11,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,bifarius,worker,2,Heracleum.maximum,Apiaceae
2016,Frogs.Pond,200,12,60,californicus,worker,2,Vicia.americana,Fabaceae
2016,Frogs.Pond,200,12,60,flavifrons,male,1,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,flavifrons,queen,3,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,200,12,60,flavifrons,worker,3,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,200,12,60,flavifrons,worker,1,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,frigidus,male,2,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,frigidus,queen,1,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,melanopygus,worker,1,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,rufocinctus,queen,2,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,rufocinctus,worker,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,200,12,60,rufocinctus,worker,5,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,200,12,60,rufocinctus,worker,1,Thalictrum.fendleri,Ranunculaceae
2016,Frogs.Pond,200,12,60,sylvicola,worker,1,Helianthella.quinquenervis,Asteraceae
2016,Frogs.Pond,209,13,60,appositus,worker,2,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,209,13,60,bifarius,queen,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,209,13,60,bifarius,worker,1,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,209,13,60,bifarius,worker,2,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,209,13,60,bifarius,worker,4,Erigeron.speciosus,Asteraceae
2016,Frogs.Pond,209,13,60,bifarius,worker,8,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,209,13,60,bifarius,worker,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,209,13,60,californicus,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,209,13,60,flavifrons,male,2,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,209,13,60,flavifrons,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,209,13,60,flavifrons,worker,3,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,209,13,60,flavifrons,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,209,13,60,frigidus,worker,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,209,13,60,insularis,male,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,209,13,60,insularis,male,2,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,209,13,60,nevadensis,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,209,13,60,occidentalis,queen,2,Vicia.americana,Fabaceae
2016,Frogs.Pond,209,13,60,rufocinctus,queen,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,209,13,60,rufocinctus,worker,1,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,214,14,60,appositus,worker,2,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,214,14,60,bifarius,queen,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,214,14,60,bifarius,worker,1,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,214,14,60,bifarius,worker,2,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,214,14,60,bifarius,worker,4,Erigeron.speciosus,Asteraceae
2016,Frogs.Pond,214,14,60,bifarius,worker,8,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,214,14,60,bifarius,worker,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,214,14,60,californicus,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,214,14,60,flavifrons,male,2,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,214,14,60,flavifrons,queen,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,214,14,60,flavifrons,worker,3,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,214,14,60,flavifrons,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,214,14,60,frigidus,worker,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,214,14,60,insularis,male,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,214,14,60,insularis,male,2,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,214,14,60,nevadensis,worker,1,Delphinium.barbeyi,Ranunculaceae
2016,Frogs.Pond,214,14,60,occidentalis,queen,2,Vicia.americana,Fabaceae
2016,Frogs.Pond,214,14,60,rufocinctus,queen,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,214,14,60,rufocinctus,worker,1,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,224,15,60,appositus,male,1,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,224,15,60,appositus,male,1,Gentiana.parryi,Gentianaceae
2016,Frogs.Pond,224,15,60,appositus,male,4,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,224,15,60,bifarius,male,1,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,224,15,60,bifarius,male,40,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,224,15,60,bifarius,worker,6,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,224,15,60,bifarius,worker,1,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,224,15,60,bifarius,worker,1,Cymopterus.lemmonii,Apiaceae
2016,Frogs.Pond,224,15,60,flavifrons,male,2,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,224,15,60,flavifrons,male,4,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,224,15,60,flavifrons,male,1,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,224,15,60,flavifrons,queen,1,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,224,15,60,flavifrons,worker,1,Trifolium.repens,Fabaceae
2016,Frogs.Pond,224,15,60,insularis,male,6,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,224,15,60,insularis,male,3,Ericameria.parryi,Asteraceae
2016,Frogs.Pond,224,15,60,insularis,male,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,224,15,60,insularis,male,26,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,224,15,60,insularis,male,3,Senecio.bigelovii,Asteraceae
2016,Frogs.Pond,224,15,60,insularis,male,2,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,224,15,60,rufocinctus,male,3,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,appositus,male,1,Cirsium.parryi,Asteraceae
2016,Frogs.Pond,232,16,60,appositus,male,6,Ericameria.parryi,Asteraceae
2016,Frogs.Pond,232,16,60,appositus,male,6,Gentiana.parryi,Gentianaceae
2016,Frogs.Pond,232,16,60,appositus,male,3,Linaria.vulgaris,Plantaginaceae
2016,Frogs.Pond,232,16,60,appositus,queen,1,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,232,16,60,appositus,worker,2,Gentiana.parryi,Gentianaceae
2016,Frogs.Pond,232,16,60,bifarius,male,2,Ericameria.parryi,Asteraceae
2016,Frogs.Pond,232,16,60,bifarius,male,21,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,bifarius,worker,12,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,flavifrons,male,4,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,232,16,60,flavifrons,male,1,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,flavifrons,queen,1,Ericameria.parryi,Asteraceae
2016,Frogs.Pond,232,16,60,flavifrons,worker,1,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,232,16,60,insularis,male,4,Symphyotrichum.foliaceum,Asteraceae
2016,Frogs.Pond,232,16,60,insularis,male,8,Ericameria.parryi,Asteraceae
2016,Frogs.Pond,232,16,60,insularis,male,25,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,mixtus,male,1,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,rufocinctus,male,6,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,232,16,60,rufocinctus,male,1,Symphyotrichum.spathulatum,Asteraceae
2016,Frogs.Pond,232,16,60,rufocinctus,worker,3,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,250,17,60,bifarius,male,6,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,250,17,60,flavifrons,male,1,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,250,17,60,insularis,male,2,Ericameria.parryi,Asteraceae
2016,Frogs.Pond,250,17,60,insularis,male,1,Erigeron.elatior,Asteraceae
2016,Frogs.Pond,250,17,60,insularis,male,2,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,250,17,60,occidentalis,male,1,Heliomeris.multiflora,Asteraceae
2016,Frogs.Pond,250,17,60,rufocinctus,male,1,Heliomeris.multiflora,Asteraceae
2016,Gothic.Spires,135,3,60,bifarius,queen,1,Erythronium.grandiflorum,Liliaceae
2016,Gothic.Spires,144,4,60,bifarius,queen,2,Claytonia.lanceolata,Montiaceae
2016,Gothic.Spires,144,4,60,bifarius,queen,4,Erythronium.grandiflorum,Liliaceae
2016,Gothic.Spires,144,4,60,bifarius,queen,1,Salix.sp,Salicaceae
2016,Gothic.Spires,155,5,60,bifarius,queen,1,Claytonia.lanceolata,Montiaceae
2016,Gothic.Spires,155,5,60,bifarius,queen,2,Erythronium.grandiflorum,Liliaceae
2016,Gothic.Spires,155,5,60,bifarius,queen,1,Mertensia.fusiformis,Boraginaceae
2016,Gothic.Spires,162,6,60,bifarius,queen,3,Hydrophyllum.capitatum,Hydrophyllaceae
2016,Gothic.Spires,162,6,60,bifarius,queen,12,Taraxacum.officinale,Asteraceae
2016,Gothic.Spires,162,6,60,californicus,queen,1,Delphinium.nuttallianum,Ranunculaceae
2016,Gothic.Spires,162,6,60,flavifrons,queen,2,Hydrophyllum.capitatum,Hydrophyllaceae
2016,Gothic.Spires,162,6,60,flavifrons,worker,1,Hydrophyllum.capitatum,Hydrophyllaceae
2016,Gothic.Spires,162,6,60,nevadensis,queen,1,Mertensia.fusiformis,Boraginaceae
2016,Gothic.Spires,168,7,60,appositus,queen,4,Delphinium.nuttallianum,Ranunculaceae
2016,Gothic.Spires,168,7,60,bifarius,queen,15,Taraxacum.officinale,Asteraceae
2016,Gothic.Spires,168,7,60,bifarius,worker,1,Taraxacum.officinale,Asteraceae
2016,Gothic.Spires,168,7,60,flavifrons,queen,1,Hydrophyllum.capitatum,Hydrophyllaceae
2016,Gothic.Spires,168,7,60,flavifrons,queen,2,Hydrophyllum.fendleri,Hydrophyllaceae
